"x","y","frame","sd"
2224.17813246848,2471.88339615508,3673,16.9154769363545
2255.70981249999,2460.26267489928,3674,5.30504234975745
2270.52061207038,2453.24264981169,3681,16.4056976810274
2232.7925879529,2482.02099744539,3682,17.6014281699408
2274.60196480295,2418.10420864847,3790,21.8372622488679
2247.24031979774,2447.19005796203,3791,14.8888499398944
2230.62510785073,2481.0448917181,3792,13.93447978731
2251.44989664636,2467.09056504744,3848,6.22852823731
2254.3112451375,2482.8468079364,3930,6.71999028918163
2267.50824657782,2437.9688552007,3931,13.6670216680982
2311.52698531865,2431.28855469893,5829,13.93447978731
2278.98665507699,2398.81833185412,5830,14.6228699600656
2279.07254303431,2324.97144034442,7778,13.0662802638098
2252.98733069947,2335.04393708544,7828,8.93780967634204
2291.46343398928,2368.9957884181,7829,24.5778835269955
2234.34748226429,2346.93742724312,7830,17.9457790550404
2255.56499521119,2337.50571736355,7831,12.8694387736402
2347.56134380511,2455.79984812565,43,16.9479999395788
2335.29642488863,2477.81593330093,44,17.1347327303826
2368.8304146412,2466.10957488698,68,7.01713101548362
2360.81545043033,2446.46745029492,69,11.6989666144409
2373.30468308404,2468.8322141368,75,20.32930553326
2374.93845376359,2467.7465810934,76,12.0651361791642
2372.15197347439,2469.21899821968,92,11.7528820512697
2344.61679908381,2454.93309991716,93,14.4904459108896
2361.98196381358,2456.3078892076,234,20.0349994105642
2374.09854632596,2462.24613473293,235,9.05465585488682
2358.1540288519,2488.23951477773,334,18.0948436931064
2356.9388345356,2471.62317082504,335,14.0096337030153
2358.88129251354,2476.94605670966,336,24.4291270456993
2341.8691270025,2463.41781129678,337,17.6968825555453
2371.63623190259,2446.28366287297,338,11.8067748628679
2355.65200620396,2457.59401400494,511,11.7528820512697
2361.33679417618,2459.17932552566,512,20.6210791864203
2347.30385798941,2484.60414289937,513,29.1268334823463
2348.40378690781,2486.84756055824,540,10.9507374984874
2350.52033888181,2452.98434650931,541,13.3022694996299
2346.41428066463,2445.84004349911,542,16.1870621761547
2358.59751106473,2462.10573148532,543,5.83859535675727
2370.92831392882,2478.93938172796,544,11.3456957318798
2362.28526339083,2460.70869220139,545,10.2400338887382
2385.06392698226,2494.49409259585,546,24.5255623990614
2198.20591079671,2439.96966688219,11035,20.0349994105642
2231.83186198154,2429.7370302311,11036,10.5934272609838
2328.89080374043,2417.82374821455,6940,18.8680192099452
2322.97728725912,2417.64331045602,6941,20.7075636262004
2317.02041168997,2432.85353711116,7018,8.43695431953286
2256.27627089091,2366.35527296243,2416,7.29719149452098
2259.41048767202,2377.43948263763,2417,24.3227562286894
2276.32875992043,2356.10427632589,2418,24.4745691318491
2261.10853173504,2379.13942067573,2419,20.7075636262004
2271.31549982191,2380.32297388906,2422,8.91750522363084
2268.50638389652,2405.72549899911,2423,16.4056976810274
2278.17955598675,2351.16381655322,2424,29.8822674248175
2264.3121173737,2366.80943446567,2555,15.1451261686655
2231.56797030635,2371.81232288102,2556,23.1983217503697
2257.24783560945,2378.54793543245,2557,6.69672594076114
2275.56830058635,2374.18862325382,2558,17.7090056462834
2241.8884943013,2371.88903025373,2559,11.1334956933257
2194.06674757723,2378.49029984807,2560,30.0135710165104
2265.50449718771,2378.89058337457,2561,18.9008822104829
2268.88461129731,2352.19108843514,2584,24.8053829459318
2242.09122195743,2367.31274034467,2585,23.9145310677504
2274.12770217566,2373.76904673265,2632,24.4291270456993
2273.58092020309,2373.32912399166,2633,14.3627781100383
2240.68354971169,2384.34887548228,2634,21.3342285696275
2250.81672353013,2367.26883430562,2695,7.14973096251848
2252.12090499813,2369.83143359618,2696,18.9008822104829
2161.18068009057,2479.09405225393,2672,20.3368992494902
2224.33113803428,2479.87695764195,2673,10.9507374984874
2201.83363050719,2505.68785845488,2674,16.9647418949956
2226.69054328899,2467.91982200985,2675,13.2105646582803
2244.37608467749,2495.20483101139,2676,18.8859483626251
2172.71764009839,2495.50583861639,2677,24.5778835269955
2273.27514524148,2400.00924768447,5656,7.69676689739393
2312.37301502968,2396.07007560442,5657,29.6083472461793
2232.14694214834,2413.11104807615,5658,18.0090211571552
2242.49528402182,2392.69965486242,5659,17.7161106265561
2267.66073946422,2393.22467899612,5660,25.6404914890265
2253.54468657944,2423.57897799039,5661,24.4378810076832
2264.07838260693,2412.69690729288,5662,9.55361572249183
2276.36345870509,2409.42438651424,5663,15.6157719298534
2260.29861684709,2422.84381617816,5664,9.87473544701523
2274.4448332033,2399.39043941332,5665,15.908420207607
2250.03922446192,2418.79660485081,5666,16.4619180483946
2239.18720741384,2403.4716147831,5667,17.78578399757
2271.4699694825,2433.68863845688,5695,16.9683071549357
2276.81838592889,2390.93046152636,5741,18.6325082692764
2237.04645663247,2388.85803017916,5742,17.1658594613735
2268.48991174606,2412.38269063471,5841,15.3830516434093
2277.30284923205,2416.63718677871,5842,10.2186955692443
2270.13145402283,2388.47510810121,5888,18.605417534209
2267.77754261593,2395.1667723025,5889,23.10752079341
2289.6644193376,2469.49568360845,2238,16.7553169628356
2263.56208895268,2456.43530106859,2239,18.5059831375015
2310.37183031819,2451.94830038678,2240,14.0096337030153
2263.02861621625,2502.0807679213,2241,18.5044966038249
2313.82603048705,2476.69400602924,2242,14.8546697874419
2242.0015748323,2453.65868251943,2243,16.5274367291103
2259.0379602935,2463.48287967972,2244,12.9406651688536
2262.75438755271,2486.17606090768,2346,17.9457790550404
2274.95787162766,2465.5960013355,2347,8.50942954263217
2278.50683161569,2495.3871598486,2348,23.10752079341
2277.36053792277,2470.10485066304,2349,13.3195866456244
2292.63473412493,2483.40950458229,2350,9.87473544701523
2284.31893050612,2497.67287325811,2388,19.1448550066979
2280.93880589441,2454.8692284982,2389,15.5095406108186
2304.07450929921,2468.96158605771,2390,17.0198001535587
2279.01309345382,2453.82780980124,2408,13.3022694996299
2280.91946532617,2478.76902782194,2409,11.8067748628679
2289.980211713,2486.11443752447,2410,21.2448210535796
2282.10731288985,2486.06015733041,2411,7.14973096251848
2279.52856232808,2454.08757489054,2412,30.3093721396417
2268.45073112631,2479.22736947591,2413,9.05465585488682
2300.35085082706,2472.47974698557,2414,14.0096337030153
2296.33870078926,2474.75691758559,2415,11.7766905133289
2274.22273094654,2459.48384629084,2416,11.608774718864
2271.40677574213,2479.91699774088,2453,20.4956075495456
2281.86884916152,2464.24503401301,2454,14.8546697874419
2242.69758204309,2463.54205403556,2455,20.8980410944093
2294.14227260272,2488.76525079076,2509,17.1347327303826
2275.84561122642,2501.21568994835,2510,16.3310939905382
2299.40613672314,2408.88221842758,2511,28.8527960953635
2281.71687646657,2474.10746584341,2514,9.74424501055351
2261.7224460597,2453.54654798048,2515,10.6627931630543
2266.07183059767,2471.41566360129,2525,5.30504234975745
2287.95957938507,2477.84271954559,2529,16.0406444370506
2271.71370136711,2465.37752647588,2530,10.0538312665684
2258.42835406051,2505.29167140214,2539,15.3830516434093
2285.06017273961,2468.26989594039,2573,11.7305254463163
2274.60229381993,2493.98109592898,2574,12.1324560768301
2279.91374633215,2447.94894428817,2654,18.7821256319901
2288.75368084029,2465.38014927593,2655,14.7473385047972
2299.12652273833,2468.90942804912,2656,12.8841824117055
2282.60670833427,2478.29311917798,2671,8.42086261511196
2258.46067080919,2487.349419858,2674,17.0311157790191
2275.59678069139,2457.20094500573,2687,11.4074501344841
2256.26566480801,2488.49358223502,2688,13.0943722201693
2294.41478246541,2453.70600830297,2757,21.447633211907
2294.62277462443,2496.96106399425,2758,28.6871372505489
2264.80547400631,2454.6776856881,2817,25.1330428904051
2270.68400550987,2471.58191106608,2818,16.4895643823225
2334.74318506178,2376.39074152363,12367,12.0651361791642
2341.65154451187,2400.34735636571,12408,11.9406280904292
2351.07892184733,2367.12782942287,12409,14.1856899039473
2352.32188497907,2380.67226078959,12410,9.87616240066709
2331.8445447588,2390.6103123355,12411,10.6334576374309
2347.52426292072,2363.28618451259,12412,15.908420207607
