"x","y","frame","sd"
2998.91101435905,2085.28985998714,2383,15.433361192589
3005.70196936349,2040.28011948268,2558,20.7869985511294
3014.12705919845,2056.18576606294,2559,17.908389909701
3011.90755944101,2070.52853320774,2560,13.0159936703335
3049.3001118459,2068.30958711854,2561,24.9845467187697
3009.19703629403,2055.26157323864,2562,11.0275599713634
3175.30948942409,2027.51542411856,4547,17.2299204504068
3152.2237171507,2026.42867031887,4548,17.943228389679
3175.44110567537,2037.21021857236,4549,7.12280331233118
3182.85248883988,2026.66809572564,4550,9.86835718846667
3198.40356032506,2056.7097494003,4555,15.433361192589
3182.44003603903,2006.70248724611,4556,12.323599521357
3173.14539403673,2035.15492049879,4563,4.86871400516714
3168.59177951483,2015.60926091789,4564,16.5811218731863
3110.75890221461,2021.22757120662,4565,35.9947968278541
3182.98983410836,2049.88934086909,4634,15.2917800058093
3154.26049071372,2025.35059603407,4635,5.86679337456386
3187.35414781758,1986.70255598441,4636,22.9844875085679
3175.0383535569,2033.34350961139,4637,11.4834615378535
3166.83258004796,2052.48729194883,4638,29.2865484725704
3133.09894619691,2014.92029477288,4639,24.9845467187697
3203.12587048158,2033.09896055137,4640,21.8941866515514
3180.01786719767,2027.49436075631,4683,12.0546524511444
3179.42112265413,2034.64205114743,4685,15.0971961988173
3199.7317982687,2070.73876928159,4686,19.9951806022798
3184.98191996667,2018.43859751475,4693,18.2157540886688
3176.05602255405,2019.8191228745,4694,23.1178111928166
3169.13332280727,2029.68096179105,4695,15.9231345647594
3155.95917704659,2048.21994720895,4696,25.0710339007905
3172.51986063076,2024.52155732538,4697,13.1219545522164
3215.66268462367,2078.93266410321,4724,20.7869985511294
3178.24489364078,2025.07201304897,4725,15.0026414031112
3183.32262539858,2030.5512473374,4727,7.81859495858824
3131.05367034389,2014.57823581726,4730,24.7017697819462
3181.28389513926,2025.98449267032,4731,25.5965097764435
3160.65086445642,2038.75039924719,4735,20.2582642139106
3191.39596863371,2051.69884337772,4736,13.4271442345051
3167.60087085388,2055.50859444069,4737,19.9685637662216
3155.9923448741,2036.94042653121,4793,21.874099124405
3169.43196812146,2021.17545500088,4794,10.944671042192
3134.22562922124,2029.34655969025,4819,22.5032051191523
3172.74027513515,2043.59087960469,4820,12.3932901289288
3174.85431145329,2032.51870149434,4821,11.587958691639
3162.28401788714,2043.21794453082,4822,24.4323224545737
3167.98801529914,2044.06096712176,4823,11.1317701626057
3195.95688111092,2053.44377715128,4881,27.0057189136478
3191.34749879363,2069.80525318697,4882,27.142997530303
3169.53465203361,2054.47565925801,4883,13.3220967050076
3181.63857177055,2132.00733901671,3530,17.6911897048059
3174.25434181804,2142.40863661867,3531,10.1706817247339
3191.33338332119,2135.34895892502,3532,12.323599521357
3173.41798520731,2121.04115803978,3533,8.98950391939182
3168.50503696084,2122.94244548626,3534,8.05009084089
3172.02499916391,2121.59436450927,3535,14.4093374289474
3177.55657675677,2133.95985291545,3536,18.3290312378065
3211.0547095109,2093.59716370391,835,11.8206002253649
3235.23842459438,2086.30341908229,1323,20.2971428921961
3206.83463248181,2076.74002505455,1324,13.264270332265
3225.87520431915,2071.51932662166,1325,18.9580899347287
3159.86627506634,1984.85785687262,14833,18.2957704212507
3210.22366342746,1963.63650031564,14834,26.8743187345548
3143.40391861445,1994.71073823105,14835,16.8589830705983
3202.2706482104,2133.00711361772,2356,30.3047447652158
3130.9503490566,2085.3392752545,2357,29.4788137603808
3132.54352038539,2073.80048321832,2358,13.2234912474905
3159.13178696939,2056.71026032298,2359,6.85627951620331
3134.14505028471,2055.19361868763,2360,25.2046912372603
3147.29062712882,2073.86347631315,2396,22.9239131080762
3157.63340118852,2077.95542219306,2397,22.6621712569214
3145.716293111,2064.02441151538,2469,8.36763672222892
3115.68459596007,2059.71498379018,2470,11.1917424534971
3110.40783404058,2044.39932243009,10944,18.4791510034647
3109.61417194583,2030.56425496216,10966,23.3768487910478
3136.18435895278,2039.10949935559,10967,16.7471413740885
3134.5731221045,2021.58972012261,11127,4.34374232047009
3168.89992991052,2085.18003922674,2789,14.1169145137969
3170.26578854666,2089.16407135766,2790,15.7569412525536
3149.11496512536,2105.85018562217,3109,13.5508314670345
3176.87104484315,2107.24243532224,3110,12.4465383025899
3177.47218453955,2103.14046218002,3116,10.1706817247339
3175.54718146974,2134.71842779595,3117,19.9951806022798
3178.66893176457,2100.75773620238,3159,16.8589830705983
3202.46109730851,2108.24092306267,3160,19.3854936251261
3206.84992154968,2118.17375666714,3161,20.3581432907334
3187.82334028785,2076.65000231134,3162,16.5227063409987
3189.22842161379,2105.59397721957,3163,9.76563188879041
3173.9474309209,2168.95113420357,3164,25.6451108487411
3172.55356136839,2150.49806739925,3165,24.7017697819462
3202.0086230311,2100.47794746558,3202,16.5232293707878
3176.92492854637,2087.76214312872,3203,15.2035380871805
3177.0332021348,2145.04970774664,3240,21.0888811945956
3173.90158628579,2102.64152749042,3241,18.37337863461
3153.17547927137,2100.97626814468,3242,22.8531335651692
3157.86177328377,2082.35673984558,3243,16.3925723908325
3203.37762357282,2071.92301551791,3292,21.6247692675712
3194.21516152537,2092.02031256956,3293,24.8116498489636
3162.97672762385,2085.27550383773,3294,26.0228068775059
